unique_identifier,listing_amount,amount_funded,lender_yield,borrower_apr,listing_term,listing_monthly_payment,income_range,income_range_description,stated_monthly_income,employment_status,employment_status_description,occupation,months_employed,borrower_state_num,borrower_state,borrower_city,prior_prosper_loans,prior_prosper_loans_principal_borrowed,prior_prosper_loans_principal_outstanding,prior_prosper_loans_balance_outstanding,prior_prosper_loans_cycles_billed,prior_prosper_loans_ontime_payments,prior_prosper_loans_late_cycles,prior_prosper_loan_earliest_pay_off,lender_indicator,group_indicator,Fico_rating,TUFicoRange,dti_wprosper_loan,CoBorrowerApplication,CombinedDtiwProsperLoan,CombinedStatedMonthlyIncome,rating_num,prosper_rating
567,12000,12000,0.053,0.0795,36,366.7,5,"$75,000-99,999",7416.6667,0,Employed,Sales - Commission,139,25,NC,Asheville,1,25000,0,0,1,1,0,39,0,FALSE,7,780-799,0.22,TRUE,0.22,10333.3333,0,AA
568,12000,12000,0.1684,0.2026,60,303.68,3,"$25,000-49,999",3250,0,Employed,Food Service Management,202,40,TX,Plano,1,6000,0,0,1,1,0,34,0,FALSE,7,780-799,0.23,TRUE,0.23,7000,1,C
569,25000,25000,0.154,0.201,36,883.87,6,"$100,000+",10000,0,Employed,Police Officer/Correction Officer,260,30,NV,Elko,2,18000,0,0,1,1,0,4,0,FALSE,0,640-659,0.16,TRUE,0.16,14166.6667,1,C
570,6000,6000,0.235,0.2838,36,236.98,4,"$50,000-74,999",5358.3333,0,Employed,Accountant/CPA,32,16,LA,lake charles,2,9000,0,0,0,0,0,12,0,FALSE,3,700-719,0.53,TRUE,0.53,10358.3333,2,D
571,35000,35000,0.0969,0.1294,60,755.59,6,"$100,000+",9782.5,0,Employed,Professional,154,40,TX,College Station,1,25000,0,0,0,0,0,31,0,FALSE,5,740-759,0.324,TRUE,0.324,14670.8333,0,A
572,25000,25000,0.0969,0.1426,36,814.8,4,"$50,000-74,999",5833.3333,0,Employed,Professional,30,37,SC,INMAN,3,16500,5413.43,0,1,1,0,20,0,FALSE,4,720-739,0.2497,TRUE,0.2497,8750,0,A
573,35000,35000,0.1115,0.1443,60,781.21,5,"$75,000-99,999",6250,0,Employed,Clerical,35,26,NE,LINCOLN,1,12000,0,0,1,1,0,32,0,FALSE,5,740-759,0.2304,TRUE,0.2304,9750,0,A
574,30000,30000,0.0969,0.1294,60,647.64,6,"$100,000+",10833.3333,0,Employed,Other,382,13,IN,Nappanee,1,28000,0,0,0,0,0,16,0,FALSE,6,760-779,0.1183,TRUE,0.1183,13083.3333,0,AA
575,13000,13000,0.0964,0.1422,36,423.39,6,"$100,000+",17333.3333,0,Employed,Executive,66,14,KS,Olathe,3,70000,0,0,11,11,0,7,0,FALSE,6,760-779,0.3692,TRUE,0.3692,22666.6667,0,A
576,25000,25000,0.1349,0.1815,36,860.4,5,"$75,000-99,999",6250,0,Employed,Professional,180,28,NJ,Budd Lake,2,30000,0,0,1,1,0,35,0,FALSE,3,700-719,0.4852,TRUE,0.4852,12500,1,B
577,12000,12000,0.1249,0.1581,60,276.06,4,"$50,000-74,999",5416.6667,0,Employed,Food Service Management,41,32,OH,Dayton,3,46300,11457.61,0,0,0,0,10,0,FALSE,7,780-799,0.4238,TRUE,0.4238,6016.6667,1,B
578,25000,25000,0.1059,0.1386,60,550.95,6,"$100,000+",23333.3333,0,Employed,Self Employed,88,40,TX,Laredo,1,35000,0,0,1,1,0,29,0,FALSE,4,720-739,0.0866,TRUE,0.0866,27500,0,A
579,32000,32000,0.1064,0.1524,36,1057.36,5,"$75,000-99,999",7916.6667,0,Employed,Truck Driver,125,26,NE,Elkhorn,3,13000,0,0,1,1,0,27,0,FALSE,4,720-739,0.2657,TRUE,0.2657,21250,0,A
580,7500,7500,0.0894,0.135,36,241.79,5,"$75,000-99,999",8208.3333,0,Employed,Sales - Commission,37,8,FL,Dunnellon,1,15000,0,0,0,0,0,27,0,FALSE,7,780-799,0.2805,TRUE,0.2805,10291.6667,0,AA
581,10000,10000,0.1898,0.2245,60,264.83,5,"$75,000-99,999",6708.3333,2,Other,Food Service,341,39,TN,Harrison,3,15000,2048.18,0,0,0,0,20,0,FALSE,1,660-679,0.4487,TRUE,0.4487,9483.3333,1,C
582,15000,15000,0.1564,0.1903,60,369.89,3,"$25,000-49,999",3986.6667,0,Employed,Engineer - Mechanical,118,8,FL,Homestead,2,38000,0,0,0,0,0,3,0,FALSE,1,660-679,0.09,TRUE,0.09,6380,1,C
583,25000,25000,0.0969,0.1294,60,539.7,6,"$100,000+",8333.3333,0,Employed,Nurse (RN),11,4,CA,Ladera Ranch,3,39000,0,0,10,10,0,21,0,FALSE,5,740-759,0.1582,TRUE,0.1582,20833.3333,0,AA
584,11500,11500,0.0969,0.1294,60,248.26,5,"$75,000-99,999",7000,0,Employed,Accountant/CPA,47,8,FL,Leesburg,2,10000,0,0,0,0,0,26,0,FALSE,5,740-759,0.0652,TRUE,0.0652,10333.3333,0,AA
585,9500,9500,0.1059,0.1386,60,209.36,6,"$100,000+",9083.3333,0,Employed,Sales - Commission,326,44,WI,Superior,1,15000,0,0,1,1,0,57,0,FALSE,3,700-719,0.2121,TRUE,0.2121,11416.6667,0,A
586,25000,25000,0.1003,0.1461,36,818.82,6,"$100,000+",9273.4167,0,Employed,Tradesman - Mechanic,332,39,TN,Arlington,1,5000,0,0,0,0,0,24,0,FALSE,1,660-679,0.24,TRUE,0.24,12304,0,A
587,15000,15000,0.0999,0.1325,60,326.06,5,"$75,000-99,999",6294,0,Employed,Other,46,40,TX,Wylie,1,25000,0,0,10,10,0,41,0,FALSE,4,720-739,0.3456,TRUE,0.3456,7633,0,A
588,25000,25000,0.2129,0.2612,36,958.52,5,"$75,000-99,999",6250,0,Employed,Skilled Labor,72,1,AL,Geneva,2,15500,0,0,2,2,0,24,0,FALSE,4,720-739,0.5337,TRUE,0.5337,8408.3333,1,C
589,35000,35000,0.0804,0.1258,36,1113.64,4,"$50,000-74,999",4333.3333,0,Employed,Skilled Labor,0,4,CA,SIMI VALLEY,1,22000,0,0,0,0,0,1,0,FALSE,5,740-759,0.2222,TRUE,0.2222,11416.6667,0,AA
590,15000,15000,0.1564,0.1903,60,369.89,4,"$50,000-74,999",6166.6667,0,Employed,Nurse (RN),50,32,OH,MANSFIELD,1,5000,0,0,37,33,6,23,1,FALSE,0,640-659,0.2645,TRUE,0.2645,7878.3333,1,C
591,12000,12000,0.053,0.0794,36,366.7,5,"$75,000-99,999",8250,0,Employed,Professor,91,31,NY,Patchogue,3,30000,4956.86,0,0,0,0,9,0,FALSE,8,800-819,0.2134,TRUE,0.2134,12916.6667,0,AA
592,10000,10000,0.1179,0.1509,60,226.46,6,"$100,000+",9333.3333,0,Employed,Skilled Labor,465,16,LA,MANDEVILLE,2,17000,0,0,10,10,0,6,0,FALSE,1,660-679,0.0946,TRUE,0.0946,11416.6667,1,B
593,35000,35000,0.1249,0.1581,60,805.16,5,"$75,000-99,999",8125,0,Employed,Military Enlisted,250,25,NC,Raleigh,1,25000,0,0,0,0,0,27,0,FALSE,6,760-779,0.3615,TRUE,0.3615,15500,1,B
594,35000,35000,0.0969,0.1294,60,755.59,6,"$100,000+",9166.6667,2,Other,Skilled Labor,151,3,AZ,Maricopa,2,53000,0,0,0,0,0,8,0,FALSE,6,760-779,0.18,TRUE,0.18,11666.6667,0,AA
595,35000,35000,0.0804,0.1258,36,1113.64,4,"$50,000-74,999",5833.3333,0,Employed,Religious,162,21,MN,Minneapolis,1,35000,0,0,0,0,0,8,0,FALSE,6,760-779,0.2151,TRUE,0.2151,14159.0833,0,AA
596,15000,15000,0.2564,0.2928,60,454.81,6,"$100,000+",8916.6667,0,Employed,Professional,81,40,TX,Campbell,2,15500,1041.87,0,0,0,0,35,0,FALSE,3,700-719,0.2194,TRUE,0.2194,16416.6667,2,D
597,20000,20000,0.1034,0.1493,36,658,6,"$100,000+",8333.3333,0,Employed,Food Service Management,120,31,NY,Middle Island,1,35000,0,0,0,0,0,13,0,FALSE,6,760-779,0.3298,TRUE,0.3298,16666.6667,0,A
598,12000,12000,0.0804,0.1258,36,381.82,4,"$50,000-74,999",4333.3333,2,Other,Tradesman - Mechanic,6,30,NV,Las Vegas,3,63800,0,0,1,1,0,4,0,FALSE,6,760-779,0.0478,TRUE,0.0478,9333.3333,0,AA
599,10000,10000,0.1279,0.1743,36,340.76,4,"$50,000-74,999",4246.6667,0,Employed,Other,4,4,CA,Lancaster,1,5000,0,0,0,0,0,6,0,FALSE,3,700-719,0.2,TRUE,0.2,5746.6667,1,B
600,14000,14000,0.1279,0.1743,36,477.06,3,"$25,000-49,999",3333.3333,0,Employed,Other,63,43,WA,Oak Harbor,2,11500,0,0,1,1,0,16,0,FALSE,7,780-799,0.2001,TRUE,0.2001,10000,1,B
601,15000,15000,0.1628,0.21,36,536.88,3,"$25,000-49,999",3083.3333,0,Employed,Clerical,252,37,SC,Lexington,1,6000,0,0,1,1,0,5,0,FALSE,3,700-719,0.3824,TRUE,0.3824,9333.3333,1,C
602,10000,10000,0.0969,0.1426,36,325.92,5,"$75,000-99,999",7500,0,Employed,Professional,17,31,NY,Ithaca,1,20000,0,0,0,0,0,9,0,FALSE,4,720-739,0.3482,TRUE,0.3482,12916.6667,0,A
603,15000,15000,0.1564,0.2034,36,532.11,4,"$50,000-74,999",5000,1,Self-employed,Professional,60,5,CO,MEEKER,1,8000,0,0,0,0,0,25,0,FALSE,3,700-719,0.33,TRUE,0.33,10000,1,C
604,10000,10000,0.0974,0.1431,36,326.16,6,"$100,000+",8333.3333,0,Employed,Skilled Labor,59,32,OH,Worthington,1,5000,0,0,0,0,0,14,0,FALSE,6,760-779,0.1222,TRUE,0.1222,12083.3333,0,A
605,15000,15000,0.0894,0.135,36,483.59,5,"$75,000-99,999",7916.6667,0,Employed,Other,209,12,IL,Lockport,3,34000,0,0,0,0,0,1,0,FALSE,4,720-739,0.165,TRUE,0.165,14583.3333,0,AA
606,29000,29000,0.154,0.201,36,1025.29,4,"$50,000-74,999",4768.3333,0,Employed,Clerical,80,32,OH,Aurora,1,4000,0,0,0,0,0,17,0,FALSE,3,700-719,0.3009,TRUE,0.3009,13101.6667,1,C
607,30000,30000,0.1898,0.2245,60,794.48,3,"$25,000-49,999",3890.25,0,Employed,Tradesman - Electrician,198,13,IN,PLAINFIELD,1,9000,0,0,1,1,0,32,0,FALSE,7,780-799,0.2868,TRUE,0.2868,7215.75,1,C
608,18000,18000,0.0969,0.1294,60,388.59,5,"$75,000-99,999",8166.6667,0,Employed,Professional,124,22,MO,Macon,1,24000,0,0,1,1,0,52,0,FALSE,6,760-779,0.1722,TRUE,0.1722,11333.3333,0,AA
609,25000,25000,0.1349,0.1683,60,588.08,6,"$100,000+",10833.3333,0,Employed,Fireman,29,1,AL,Odenville,1,7000,0,0,0,0,0,25,0,FALSE,1,660-679,0.16,TRUE,0.16,12708.3333,1,B
610,13000,13000,0.1349,0.1815,36,447.41,4,"$50,000-74,999",4333.3333,0,Employed,Nurse's Aide,105,40,TX,Katy,1,20000,0,0,0,0,0,7,0,FALSE,5,740-759,0.3942,TRUE,0.3942,10000,1,B
611,10000,10000,0.1564,0.2034,36,354.74,6,"$100,000+",9833.3333,0,Employed,Nurse (RN),1,5,CO,Fountain,1,10000,0,0,0,0,0,8,0,FALSE,4,720-739,0.3917,TRUE,0.3917,13291.6667,1,C
612,25000,25000,0.1089,0.1417,60,554.72,4,"$50,000-74,999",5833.3333,0,Employed,Other,117,5,CO,Severance,1,15000,0,0,0,0,0,20,0,FALSE,5,740-759,0.2028,TRUE,0.2028,11847.1667,0,A
613,20000,20000,0.0864,0.132,36,641.97,4,"$50,000-74,999",6041.6667,0,Employed,Truck Driver,17,32,OH,Steubenville,4,78300,13648.64,0,1,1,0,9,0,FALSE,4,720-739,0.179,TRUE,0.179,12458.3333,0,AA
614,15000,15000,0.1439,0.1907,36,522.85,4,"$50,000-74,999",4416.6667,0,Employed,Other,91,5,CO,Brighton,2,20000,6214.32,0,0,0,0,11,0,FALSE,3,700-719,0.2234,TRUE,0.2234,10083.3333,1,B
615,25000,25000,0.1564,0.2035,36,886.85,6,"$100,000+",9250,0,Employed,Computer Programmer,85,39,TN,Mount Juliet,2,40000,7096.2,0,1,1,0,26,0,FALSE,4,720-739,0.361,TRUE,0.361,14250,1,C
616,25000,25000,0.1379,0.1714,60,592,4,"$50,000-74,999",6000,0,Employed,Retail Management,191,28,NJ,Rochelle Park,2,17000,5912.86,0,0,0,0,47,0,FALSE,6,760-779,0.0866,TRUE,0.0866,10333.3333,1,B
617,5000,5000,0.0804,0.1258,36,159.09,5,"$75,000-99,999",6500,0,Employed,Analyst,5,44,WI,poynette,1,10500,0,0,0,0,0,15,0,FALSE,5,740-759,0.0853,TRUE,0.0853,10500,0,AA
618,35000,35000,0.1059,0.1386,60,771.32,5,"$75,000-99,999",6570.8333,0,Employed,Military Enlisted,212,45,WY,CHEYENNE,2,21000,0,0,0,0,0,3,0,FALSE,5,740-759,0.1242,TRUE,0.1242,9559.5,0,A
619,15000,15000,0.053,0.0795,36,458.37,4,"$50,000-74,999",4919,2,Other,Professional,49,40,TX,CROSSROADS,1,35000,0,0,0,0,0,26,0,FALSE,8,800-819,0.3407,TRUE,0.3407,8782,0,AA
620,25000,25000,0.1628,0.1969,60,625.08,6,"$100,000+",12500,0,Employed,Teacher,237,3,AZ,Winkelman,1,18000,0,0,0,0,0,7,0,FALSE,1,660-679,0.1279,TRUE,0.1279,23333.3333,1,C
621,15000,15000,0.1249,0.1712,36,508.96,4,"$50,000-74,999",4833.3333,0,Employed,Laborer,445,42,VA,Richmond,3,13750,1309.54,0,1,1,0,20,0,FALSE,4,720-739,0.3304,TRUE,0.3304,10250,1,B
622,35000,35000,0.1279,0.1611,60,810.58,4,"$50,000-74,999",5833.3333,0,Employed,Food Service,313,4,CA,Concord,1,9000,0,0,0,0,0,10,0,FALSE,3,700-719,0.3797,TRUE,0.3797,8000,1,B
623,35000,35000,0.0969,0.1294,60,755.59,5,"$75,000-99,999",6250,0,Employed,Other,157,31,NY,Jamaica,2,35500,0,0,1,1,0,12,0,FALSE,7,780-799,0.2254,TRUE,0.2254,11666.6667,0,AA
624,35000,35000,0.1089,0.1417,60,776.61,5,"$75,000-99,999",6666.6667,0,Employed,Teacher,180,12,IL,WHEATON,2,45000,0,0,1,1,0,8,0,FALSE,5,740-759,0.1985,TRUE,0.1985,16250,0,A
625,25000,25000,0.0969,0.1294,60,539.7,6,"$100,000+",10151.3333,0,Employed,Other,1,40,TX,San Antonio,1,30000,0,0,0,0,0,28,0,FALSE,7,780-799,0.2439,TRUE,0.2439,16534.6667,0,AA
626,16000,16000,0.1379,0.1714,60,378.88,6,"$100,000+",8916.6667,0,Employed,Postal Service,191,6,DC,Washington,3,29000,0,0,0,0,0,6,0,FALSE,5,740-759,0.1374,TRUE,0.1374,24750,1,B
627,10000,10000,0.175,0.2225,36,364.04,5,"$75,000-99,999",7200,0,Employed,Computer Programmer,9,29,NM,LAS CRUCES,1,7500,0,0,0,0,0,29,0,FALSE,2,680-699,0.373,TRUE,0.373,13670.3333,1,C
628,15000,15000,0.1349,0.1683,60,352.85,5,"$75,000-99,999",8172.6667,0,Employed,Other,113,18,MD,Urbana,1,20000,0,0,1,1,0,49,0,FALSE,3,700-719,0.2183,TRUE,0.2183,16672.6667,1,B
629,35000,35000,0.0804,0.1258,36,1113.64,6,"$100,000+",13333.3333,0,Employed,Construction,358,30,NV,Spanish Springs,2,24000,0,0,6,6,0,18,0,FALSE,5,740-759,0.2759,TRUE,0.2759,19916.6667,0,AA
630,35000,35000,0.1379,0.1714,60,828.79,4,"$50,000-74,999",5000,0,Employed,Professor,16,42,VA,Suffolk,1,12000,0,0,0,0,0,23,0,FALSE,4,720-739,0.1857,TRUE,0.1857,14666.6667,1,B
631,15000,15000,0.195,0.2429,36,561.28,3,"$25,000-49,999",3000,0,Employed,Sales - Retail,126,40,TX,Katy,1,5500,0,0,0,0,0,13,0,FALSE,2,680-699,0.37,TRUE,0.37,11000,1,C
632,13000,13000,0.0804,0.1258,36,413.64,5,"$75,000-99,999",7500,0,Employed,Other,6,8,FL,Miramar,1,7000,0,0,0,0,0,20,0,FALSE,6,760-779,0.0878,TRUE,0.0878,20416.6667,0,AA
633,25000,25000,0.2064,0.2546,36,950.11,4,"$50,000-74,999",4750,0,Employed,Postal Service,35,40,TX,McAllen,1,20000,0,0,0,0,0,16,0,FALSE,4,720-739,0.5508,TRUE,0.5508,7950,1,C
634,15000,15000,0.0929,0.1254,60,320.85,4,"$50,000-74,999",5875,0,Employed,Nurse (RN),407,22,MO,EVERTON,2,30000,0,0,0,0,0,6,0,FALSE,6,760-779,0.1721,TRUE,0.1721,8458.3333,0,A
635,18698,18698,0.1379,0.1714,60,442.77,3,"$25,000-49,999",3544,0,Employed,Clerical,6,4,CA,Santa Maria,2,8000,0,0,1,1,0,2,0,FALSE,4,720-739,0.1594,TRUE,0.1594,7036,1,B
636,20000,20000,0.0969,0.1294,60,431.76,5,"$75,000-99,999",7916.6667,0,Employed,Accountant/CPA,33,43,WA,SEATAC,1,30000,0,0,1,1,0,55,0,FALSE,8,800-819,0.1649,TRUE,0.1649,15000,0,AA
637,15000,15000,0.1279,0.1611,60,347.39,6,"$100,000+",16250,0,Employed,Accountant/CPA,90,28,NJ,Kearny,1,18000,0,0,0,0,0,18,0,FALSE,3,700-719,0.1978,TRUE,0.1978,21250,1,B
638,20000,20000,0.175,0.2094,60,513.32,4,"$50,000-74,999",4166.6667,0,Employed,Truck Driver,30,14,KS,Hays,1,20000,0,0,0,0,0,22,0,FALSE,0,640-659,0.1524,TRUE,0.1524,9166.6667,1,C
639,20000,20000,0.235,0.2838,36,789.92,6,"$100,000+",8401.4167,0,Employed,Engineer - Mechanical,76,41,UT,SALT LAKE CTY,2,39500,0,0,0,0,0,19,0,FALSE,2,680-699,0.5324,TRUE,0.5324,12568.0833,2,D
640,12000,12000,0.0969,0.1294,60,259.06,2,"$1-24,999",1916.6667,0,Employed,Other,70,2,AR,Mountain Home,1,2000,0,0,0,0,0,26,0,FALSE,8,800-819,0.1832,TRUE,0.1832,4416.6667,0,A
641,25000,25000,0.1349,0.1683,60,588.08,6,"$100,000+",8333.3333,0,Employed,Nurse (LPN),49,4,CA,Temecula,2,44700,0,0,1,1,0,23,0,FALSE,5,740-759,0.2745,TRUE,0.2745,13750,1,B
642,13000,13000,0.1349,0.1683,60,305.8,4,"$50,000-74,999",5833.3333,0,Employed,Other,7,4,CA,Oakland,1,7683,0,0,0,0,0,13,0,FALSE,5,740-759,0.1795,TRUE,0.1795,10416.6667,1,B
643,30000,30000,0.0804,0.1258,36,954.55,6,"$100,000+",9166.6667,0,Employed,Skilled Labor,35,0,AK,North Pole,1,20000,0,0,0,0,0,13,0,FALSE,5,740-759,0.259,TRUE,0.259,9333.3333,0,AA
644,15000,15000,0.053,0.0795,36,458.37,4,"$50,000-74,999",5666.6667,0,Employed,Other,237,44,WI,Grafton,2,38000,0,0,1,1,0,44,0,FALSE,8,800-819,0.1713,TRUE,0.1713,7333.3333,0,AA
645,6000,6000,0.1028,0.1354,60,131.29,4,"$50,000-74,999",4583.3333,0,Employed,Teacher,125,39,TN,Rockvale,4,60500,24621.31,0,141,67,0,2,1,FALSE,5,740-759,0.054,TRUE,0.054,13083.3333,0,A
646,20000,20000,0.0894,0.135,36,644.78,4,"$50,000-74,999",6125,0,Employed,Other,112,4,CA,Roseville,2,31000,964.15,0,0,0,0,31,0,FALSE,5,740-759,0.205,TRUE,0.205,14875,0,AA
647,35000,35000,0.175,0.2225,36,1274.13,4,"$50,000-74,999",6166.6667,0,Employed,Other,370,12,IL,Grayslake,3,43500,0,0,20,20,0,27,0,FALSE,3,700-719,0.3581,TRUE,0.3581,9833.3333,1,C
648,25000,25000,0.1089,0.1417,60,554.72,6,"$100,000+",8750,0,Employed,Other,231,9,GA,ELLABELL,1,25000,0,0,1,1,0,49,0,FALSE,2,680-699,0.0875,TRUE,0.0875,10416.6667,0,A
649,20000,20000,0.053,0.0794,36,611.16,6,"$100,000+",8975,0,Employed,Accountant/CPA,320,30,NV,LAS VEGAS,2,21000,12592.01,0,0,0,0,10,0,FALSE,8,800-819,0.1568,TRUE,0.1568,14808.3333,0,AA
650,35000,35000,0.0974,0.1432,36,1141.55,5,"$75,000-99,999",7308.3333,0,Employed,Analyst,108,17,MA,Westford,2,33000,0,0,21,21,0,26,0,FALSE,5,740-759,0.139,TRUE,0.139,11641.6667,0,A
651,20000,20000,0.0924,0.1381,36,647.6,6,"$100,000+",11666.6667,0,Employed,Psychologist,106,31,NY,STONY POINT,2,40000,0,0,0,0,0,8,0,FALSE,4,720-739,0.3396,TRUE,0.3396,19166.6667,0,AA
652,10000,10000,0.0969,0.1427,36,325.92,3,"$25,000-49,999",2750,0,Employed,Clerical,194,4,CA,Madera,3,34000,0,0,1,1,0,0,0,FALSE,5,740-759,0.4,TRUE,0.4,6916.6667,0,A
653,14000,14000,0.0929,0.1254,60,299.46,6,"$100,000+",14583.3333,0,Employed,Professional,102,20,MI,Macomb,3,46000,0,0,6,6,0,12,0,FALSE,6,760-779,0.1416,TRUE,0.1416,31250,0,A
654,15000,15000,0.053,0.0794,36,458.37,5,"$75,000-99,999",6416.6667,0,Employed,Police Officer/Correction Officer,295,40,TX,BROWNSVILLE,2,36000,0,0,1,1,0,25,0,FALSE,8,800-819,0.2415,TRUE,0.2415,11000,0,AA
655,35000,35000,0.1089,0.1417,60,776.61,4,"$50,000-74,999",6000,0,Employed,Retail Management,59,22,MO,Holt,2,36000,0,0,1,1,0,3,1,FALSE,4,720-739,0.2534,TRUE,0.2534,13666.6667,0,A
656,7500,7500,0.109,0.155,36,248.75,6,"$100,000+",10000,1,Self-employed,Self Employed,66,20,MI,Livonia,1,15000,0,0,0,0,0,7,0,FALSE,3,700-719,0.1612,TRUE,0.1612,14333.3333,0,A
657,35000,35000,0.1179,0.1509,60,792.6,4,"$50,000-74,999",4833.3333,1,Self-employed,Tradesman - Plumber,266,5,CO,Berthoud,3,28000,0,0,1,1,0,21,0,FALSE,6,760-779,0.1293,TRUE,0.1293,10750,1,B
658,15000,15000,0.1115,0.1444,60,334.8,6,"$100,000+",10825,0,Employed,Computer Programmer,304,16,LA,Lake Charles,3,23000,0,0,14,14,0,17,0,FALSE,2,680-699,0.2404,TRUE,0.2404,14705.3333,0,A
659,15000,15000,0.1179,0.1509,60,339.69,6,"$100,000+",26325,0,Employed,Executive,70,32,OH,Minster,1,35000,0,0,0,0,0,9,0,FALSE,3,700-719,0.3026,TRUE,0.3026,27575,1,B
660,18000,18000,0.053,0.0795,36,550.04,6,"$100,000+",11366.6667,0,Employed,Computer Programmer,189,15,KY,Lexington,5,94000,9962.36,0,8,8,0,8,0,FALSE,8,800-819,0.2449,TRUE,0.2449,16116.6667,0,AA
